Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P35579|MYH9_HUMAN	P35579	MYH9_HUMAN	MYH9	1960	Homo sapiens	Myosin-9	1:Experimental evidence at protein level	45.15	1.0000	0.9990	93	74	93	201	155	201	2.93681971E9	1.43412749E9	2.93681971E9	10M(15.9949),10M(15.9949),10M(15.9949),10M(15.9949), 2M(15.9949),11C(57.0214), 12C(57.0214),12M(15.9949),14C(57.0214),1C(57.0214),3C(57.0214),3C(57.0214),4C(57.0214),4C(57.0214),4C(57.0214),4C(57.0214),4M(15.9949), 9C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214),7C(57.0214),7C(57.0214),7C(57.0214),7C(57.0214),7C(57.0214),7C(57.0214),7C(57.0214),8C(57.0214),8C(57.0214),8C(57.0214),8C(57.0214),8C(57.0214),8C(57.0214),9C(57.0214),9M(15.9949)		
sp|P35580|MYH10_HUMAN	P35580	MYH10_HUMAN	MYH10	1976	Homo sapiens	Myosin-10	1:Experimental evidence at protein level	45.75	1.0000	0.9990	88	68	75	199	153	168	2.86869478E9	1.11348966E9	1.44366234E9	10M(15.9949),10M(15.9949), 2C(57.0214),10M(15.9949), 2C(57.0214),10M(15.9949), 2C(57.0214), 7M(15.9949),1M(15.9949),2C(57.0214),2C(57.0214),2C(57.0214),2C(57.0214), 7M(15.9949),4C(57.0214),4C(57.0214),4C(57.0214),8M(15.9949)		
sp|P35606|COPB2_HUMAN	P35606	COPB2_HUMAN	COPB2	906	Homo sapiens	Coatomer subunit beta'	1:Experimental evidence at protein level	29.69	1.0000	0.9990	21	21	21	34	34	34	5.6344621E8	5.6344621E8	5.6344621E8	3C(57.0214),3C(57.0214),4C(57.0214),4C(57.0214),4C(57.0214),5C(57.0214),5C(57.0214)		
sp|P35609|ACTN2_HUMAN	P35609	ACTN2_HUMAN	ACTN2	894	Homo sapiens	Alpha-actinin-2	1:Experimental evidence at protein level	17.00	1.0000	0.9990	17	0	0	42	0	0	3.0895529E9	0	0			
sp|P35610|SOAT1_HUMAN	P35610	SOAT1_HUMAN	SOAT1	550	Homo sapiens	Sterol O-acyltransferase 1	1:Experimental evidence at protein level	2.00	1.0000	0.9990	1	1	1	2	2	2	1.3635844E7	1.3635844E7	1.3635844E7			
sp|P35611|ADDA_HUMAN	P35611	ADDA_HUMAN	ADD1	737	Homo sapiens	Alpha-adducin	1:Experimental evidence at protein level	39.08	1.0000	0.9990	23	22	23	62	60	62	2.31831706E9	1.95289203E9	2.31831706E9	10C(57.0214),10C(57.0214),10C(57.0214),10C(57.0214), 14M(15.9949),12M(15.9949),12M(15.9949),1C(57.0214),1C(57.0214),1M(15.9949),1M(15.9949),24C(57.0214),24C(57.0214),25C(57.0214),2M(15.9949),6M(15.9949)		
sp|P35612|ADDB_HUMAN	P35612	ADDB_HUMAN	ADD2	726	Homo sapiens	Beta-adducin	1:Experimental evidence at protein level	10.88	1.0000	0.9990	9	8	8	12	10	10	1.13365798E9	2.30307152E8	2.30307152E8	4C(57.0214),4C(57.0214)		
sp|P35613|BASI_HUMAN	P35613	BASI_HUMAN	BSG	385	Homo sapiens	Basigin	1:Experimental evidence at protein level	25.71	1.0000	0.9990	8	8	8	37	37	37	2.74719283E9	2.74719283E9	2.74719283E9	10M(15.9949),10M(15.9949),10M(15.9949),12M(15.9949), 15C(57.0214),12M(15.9949), 15C(57.0214),15C(57.0214),15C(57.0214),15C(57.0214),15C(57.0214),15C(57.0214)		
sp|P35625|TIMP3_HUMAN	P35625	TIMP3_HUMAN	TIMP3	211	Homo sapiens	Metalloproteinase inhibitor 3	1:Experimental evidence at protein level	5.69	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|P35637|FUS_HUMAN	P35637	FUS_HUMAN	FUS	526	Homo sapiens	RNA-binding protein FUS	1:Experimental evidence at protein level	13.31	1.0000	0.9990	7	5	7	22	16	22	1.62581555E9	1.05394726E9	1.62581555E9	16M(15.9949),16M(15.9949),16M(15.9949),5M(15.9949),5M(15.9949)		
sp|P35658|NU214_HUMAN	P35658	NU214_HUMAN	NUP214	2090	Homo sapiens	Nuclear pore complex protein Nup214	1:Experimental evidence at protein level	5.55	1.0000	0.9990	8	8	8	11	11	11	8.5972768E7	8.5972768E7	8.5972768E7	3C(57.0214)		
sp|P35659|DEK_HUMAN	P35659	DEK_HUMAN	DEK	375	Homo sapiens	Protein DEK	1:Experimental evidence at protein level	26.93	1.0000	0.9990	9	9	9	18	18	18	3.7942848E8	3.7942848E8	3.7942848E8	3C(57.0214),3C(57.0214),6M(15.9949),N-term(42.0106),N-term(42.0106)		
sp|P35749|MYH11_HUMAN	P35749	MYH11_HUMAN	MYH11	1972	Homo sapiens	Myosin-11	1:Experimental evidence at protein level	10.80	1.0000	0.9990	21	4	4	42	5	5	1.39965747E9	2.4881976E7	2.4881976E7	2C(57.0214)		
sp|P35754|GLRX1_HUMAN	P35754	GLRX1_HUMAN	GLRX	106	Homo sapiens	Glutaredoxin-1	1:Experimental evidence at protein level	22.64	1.0000	0.9990	2	2	2	5	5	5	9.6780504E7	9.6780504E7	9.6780504E7	12C(57.0214), 9C(57.0214),12C(57.0214), 9C(57.0214),12C(57.0214), 9C(57.0214)		
sp|P35813|PPM1A_HUMAN	P35813	PPM1A_HUMAN	PPM1A	382	Homo sapiens	Protein phosphatase 1A	1:Experimental evidence at protein level	24.87	1.0000	0.9990	7	5	5	12	7	7	1.83970528E8	1.73040944E8	1.73040944E8	20C(57.0214)		
sp|P35908|K22E_HUMAN	P35908	K22E_HUMAN	KRT2	639	Homo sapiens	Keratin, type II cytoskeletal 2 epidermal	1:Experimental evidence at protein level	16.43	1.0000	0.9990	14	9	12	16	8	12	1.05201638E9	7.973244E7	1.33025696E8			
sp|P35914|HMGCL_HUMAN	P35914	HMGCL_HUMAN	HMGCL	325	Homo sapiens	Hydroxymethylglutaryl-CoA lyase, mitochondrial	1:Experimental evidence at protein level	28.62	1.0000	0.9990	8	7	8	10	9	10	1.37932352E8	1.37932352E8	1.37932352E8	4C(57.0214),5C(57.0214), 9C(57.0214),9C(57.0214)		
sp|P35998|PRS7_HUMAN	P35998	PRS7_HUMAN	PSMC2	433	Homo sapiens	26S proteasome regulatory subunit 7	1:Experimental evidence at protein level	50.35	1.0000	0.9990	21	21	21	32	32	32	5.8541606E8	5.8541606E8	5.8541606E8	24C(57.0214),24C(57.0214),3C(57.0214),3C(57.0214),3C(57.0214), 8M(15.9949),3C(57.0214), 8M(15.9949),3M(15.9949),3M(15.9949),4C(57.0214)		
sp|P36021|MOT8_HUMAN	P36021	MOT8_HUMAN	SLC16A2	539	Homo sapiens	Monocarboxylate transporter 8	1:Experimental evidence at protein level	2.41	1.0000	0.9990	1	1	1	1	1	1	4.7821268E7	4.7821268E7	4.7821268E7			
sp|P36222|CH3L1_HUMAN	P36222	CH3L1_HUMAN	CHI3L1	383	Homo sapiens	Chitinase-3-like protein 1	1:Experimental evidence at protein level	12.53	1.0000	0.9990	4	4	4	7	7	7	1.26707456E8	1.26707456E8	1.26707456E8			
sp|P36269|GGT5_HUMAN	P36269	GGT5_HUMAN	GGT5	586	Homo sapiens	Glutathione hydrolase 5 proenzyme	1:Experimental evidence at protein level	13.31	1.0000	0.9990	6	6	6	9	9	9	1.1850944E8	1.1850944E8	1.1850944E8	2C(57.0214),4M(15.9949)		
sp|P36404|ARL2_HUMAN	P36404	ARL2_HUMAN	ARL2	184	Homo sapiens	ADP-ribosylation factor-like protein 2	1:Experimental evidence at protein level	17.39	1.0000	0.9990	3	3	3	5	5	5	7.0492392E7	7.0492392E7	7.0492392E7			
sp|P36405|ARL3_HUMAN	P36405	ARL3_HUMAN	ARL3	182	Homo sapiens	ADP-ribosylation factor-like protein 3	1:Experimental evidence at protein level	47.25	1.0000	0.9990	6	6	6	11	11	11	4.2135936E8	4.2135936E8	4.2135936E8			
sp|P36507|MP2K2_HUMAN	P36507	MP2K2_HUMAN	MAP2K2	400	Homo sapiens	Dual specificity mitogen-activated protein kinase kinase 2	1:Experimental evidence at protein level	46.50	1.0000	0.9990	14	11	14	21	15	21	3.21086848E8	3.14980544E8	3.21086848E8	13C(57.0214)		
sp|P36542|ATPG_HUMAN	P36542	ATPG_HUMAN	ATP5F1C	298	Homo sapiens	ATP synthase subunit gamma, mitochondrial	1:Experimental evidence at protein level	31.54	1.0000	0.9990	9	9	9	25	25	25	1.26709133E9	1.26709133E9	1.26709133E9	3C(57.0214),3C(57.0214),3C(57.0214)		
sp|P36543|VATE1_HUMAN	P36543	VATE1_HUMAN	ATP6V1E1	226	Homo sapiens	V-type proton ATPase subunit E 1	1:Experimental evidence at protein level	30.53	1.0000	0.9990	6	4	6	13	11	13	3.90451264E8	3.90451264E8	3.90451264E8	8M(15.9949), 9M(15.9949),N-term(42.0106),N-term(42.0106)		
sp|P36551|HEM6_HUMAN	P36551	HEM6_HUMAN	CPOX	454	Homo sapiens	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	1:Experimental evidence at protein level	12.11	1.0000	0.9990	4	4	4	5	5	5	1.956178E7	1.956178E7	1.956178E7	2C(57.0214)		
sp|P36578|RL4_HUMAN	P36578	RL4_HUMAN	RPL4	427	Homo sapiens	Large ribosomal subunit protein uL4	1:Experimental evidence at protein level	46.84	1.0000	0.9990	23	23	23	60	60	60	3.10167373E9	3.10167373E9	3.10167373E9	10C(57.0214),10C(57.0214),1M(15.9949),2C(57.0214),2C(57.0214),2C(57.0214),2C(57.0214),2C(57.0214), N-term(42.0106),3C(57.0214),3C(57.0214),4C(57.0214),4C(57.0214),4C(57.0214),4C(57.0214),4C(57.0214),7M(15.9949)		
sp|P36776|LONM_HUMAN	P36776	LONM_HUMAN	LONP1	959	Homo sapiens	Lon protease homolog, mitochondrial	1:Experimental evidence at protein level	38.16	1.0000	0.9990	31	31	31	57	57	57	1.0189097E9	1.0189097E9	1.0189097E9	12M(15.9949),12M(15.9949),3C(57.0214),3C(57.0214),3C(57.0214),5C(57.0214),5C(57.0214),5C(57.0214),5C(57.0214),5C(57.0214)		
sp|P36871|PGM1_HUMAN	P36871	PGM1_HUMAN	PGM1	562	Homo sapiens	Phosphoglucomutase-1	1:Experimental evidence at protein level	61.03	1.0000	0.9990	29	29	29	93	93	93	4.2797097E9	4.2797097E9	4.2797097E9	16C(57.0214),16C(57.0214),16C(57.0214),16C(57.0214),16C(57.0214), 3C(57.0214),18M(15.9949),2M(15.9949),4C(57.0214),4C(57.0214),4C(57.0214),4C(57.0214),4M(15.9949),4M(15.9949),6M(15.9949),6M(15.9949),8C(57.0214),8C(57.0214),8C(57.0214)		
sp|P36873|PP1G_HUMAN	P36873	PP1G_HUMAN	PPP1CC	323	Homo sapiens	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	1:Experimental evidence at protein level	46.75	1.0000	0.9990	15	2	2	44	9	9	1.5996599E9	1.00114376E8	1.00114376E8	N-term(42.0106),N-term(42.0106),N-term(42.0106)		
sp|P36915|GNL1_HUMAN	P36915	GNL1_HUMAN	GNL1	607	Homo sapiens	Guanine nucleotide-binding protein-like 1	1:Experimental evidence at protein level	29.32	1.0000	0.9990	16	16	16	27	27	27	6.160711E8	6.160711E8	6.160711E8	10C(57.0214),4C(57.0214)		
sp|P36955|PEDF_HUMAN	P36955	PEDF_HUMAN	SERPINF1	418	Homo sapiens	Pigment epithelium-derived factor	1:Experimental evidence at protein level	10.29	1.0000	0.9990	4	4	4	5	5	5	2.9603016E7	2.9603016E7	2.9603016E7	9C(57.0214)		
sp|P36957|ODO2_HUMAN	P36957	ODO2_HUMAN	DLST	453	Homo sapiens	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	1:Experimental evidence at protein level	22.08	1.0000	0.9990	9	9	9	16	16	16	1.14995814E9	1.14995814E9	1.14995814E9	5M(15.9949)		
sp|P36959|GMPR1_HUMAN	P36959	GMPR1_HUMAN	GMPR	345	Homo sapiens	GMP reductase 1	1:Experimental evidence at protein level	23.48	1.0000	0.9990	6	5	5	8	6	6	1.44962848E8	8.674868E7	8.674868E7	11C(57.0214), 9C(57.0214),11C(57.0214), 9C(57.0214),9C(57.0214),9C(57.0214),9C(57.0214)		
sp|P36969|GPX4_HUMAN	P36969	GPX4_HUMAN	GPX4	197	Homo sapiens	Phospholipid hydroperoxide glutathione peroxidase	1:Experimental evidence at protein level	29.44	1.0000	0.9990	7	7	7	11	11	11	9.6154675E8	9.6154675E8	9.6154675E8	2C(57.0214),2C(57.0214),4M(15.9949),4M(15.9949),4M(15.9949),6C(57.0214),6C(57.0214),6M(15.9949)		
sp|P36980|FHR2_HUMAN	P36980	FHR2_HUMAN	CFHR2	270	Homo sapiens	Complement factor H-related protein 2	1:Experimental evidence at protein level	4.07	1.0000	0.9990	1	0	0	2	0	0	9425900.0	0	0			
sp|P37108|SRP14_HUMAN	P37108	SRP14_HUMAN	SRP14	136	Homo sapiens	Signal recognition particle 14 kDa protein	1:Experimental evidence at protein level	37.50	1.0000	0.9990	6	6	6	16	16	16	6.7931635E8	6.7931635E8	6.7931635E8	3M(15.9949),3M(15.9949)		
sp|P37198|NUP62_HUMAN	P37198	NUP62_HUMAN	NUP62	522	Homo sapiens	Nuclear pore glycoprotein p62	1:Experimental evidence at protein level	10.34	1.0000	0.9990	4	4	4	5	5	5	1.7790596E7	1.7790596E7	1.7790596E7			
sp|P37235|HPCL1_HUMAN	P37235	HPCL1_HUMAN	HPCAL1	193	Homo sapiens	Hippocalcin-like protein 1	1:Experimental evidence at protein level	17.10	1.0000	0.9990	3	1	2	5	1	3	2.07114016E8	2.0025786E7	5.7620096E7			
sp|P37802|TAGL2_HUMAN	P37802	TAGL2_HUMAN	TAGLN2	199	Homo sapiens	Transgelin-2	1:Experimental evidence at protein level	71.36	1.0000	0.9990	13	12	13	50	47	50	3.32614272E9	3.32614272E9	3.32614272E9	12M(15.9949), 7M(15.9949),2M(15.9949),2M(15.9949),2M(15.9949),3M(15.9949),3M(15.9949),6C(57.0214),6C(57.0214),6M(15.9949),6M(15.9949),6M(15.9949),7M(15.9949),7M(15.9949),7M(15.9949),7M(15.9949)		
sp|P37837|TALDO_HUMAN	P37837	TALDO_HUMAN	TALDO1	337	Homo sapiens	Transaldolase	1:Experimental evidence at protein level	41.54	1.0000	0.9990	14	14	14	36	36	36	2.15461555E9	2.15461555E9	2.15461555E9	1M(15.9949),4M(15.9949),4M(15.9949),5C(57.0214),8M(15.9949),8M(15.9949)		
sp|P37840|SYUA_HUMAN	P37840	SYUA_HUMAN	SNCA	140	Homo sapiens	Alpha-synuclein	1:Experimental evidence at protein level	26.43	1.0000	0.9990	4	4	4	9	9	9	1.21189648E8	1.21189648E8	1.21189648E8			
sp|P38117|ETFB_HUMAN	P38117	ETFB_HUMAN	ETFB	255	Homo sapiens	Electron transfer flavoprotein subunit beta	1:Experimental evidence at protein level	55.29	1.0000	0.9990	15	15	15	37	37	37	1.33517824E9	1.33517824E9	1.33517824E9	12C(57.0214), 7C(57.0214),12C(57.0214), 7C(57.0214),12C(57.0214), 7C(57.0214),12C(57.0214), 7C(57.0214),3M(15.9949), 7C(57.0214),7C(57.0214),7C(57.0214)		
sp|P38159|RBMX_HUMAN	P38159	RBMX_HUMAN	RBMX	391	Homo sapiens	RNA-binding motif protein, X chromosome	1:Experimental evidence at protein level	38.11	1.0000	0.9990	15	3	15	42	11	42	2.50327552E9	1.76705792E9	2.50327552E9	11M(15.9949),7M(15.9949),7M(15.9949),N-term(42.0106)		
sp|P38405|GNAL_HUMAN	P38405	GNAL_HUMAN	GNAL	381	Homo sapiens	Guanine nucleotide-binding protein G(olf) subunit alpha	1:Experimental evidence at protein level	11.81	1.0000	0.9990	4	0	0	23	0	0	1.71337574E9	0	0			
sp|P38432|COIL_HUMAN	P38432	COIL_HUMAN	COIL	576	Homo sapiens	Coilin	1:Experimental evidence at protein level	1.74	1.0000	0.9990	1	1	1	1	1	1	3291404.0	3291404.0	3291404.0			
sp|P38435|VKGC_HUMAN	P38435	VKGC_HUMAN	GGCX	758	Homo sapiens	Vitamin K-dependent gamma-carboxylase	1:Experimental evidence at protein level	1.72	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|P38570|ITAE_HUMAN	P38570	ITAE_HUMAN	ITGAE	1179	Homo sapiens	Integrin alpha-E	1:Experimental evidence at protein level	1.02	1.0000	0.9875	1	1	1	1	1	1	1.2290306E7	1.2290306E7	1.2290306E7			
sp|P38606|VATA_HUMAN	P38606	VATA_HUMAN	ATP6V1A	617	Homo sapiens	V-type proton ATPase catalytic subunit A	1:Experimental evidence at protein level	37.76	1.0000	0.9990	21	21	21	42	42	42	5.26382112E8	5.26382112E8	5.26382112E8	10M(15.9949),12C(57.0214),22C(57.0214), 8C(57.0214),2M(15.9949),4M(15.9949),6C(57.0214),6C(57.0214)		
sp|P38646|GRP75_HUMAN	P38646	GRP75_HUMAN	HSPA9	679	Homo sapiens	Stress-70 protein, mitochondrial	1:Experimental evidence at protein level	48.75	1.0000	0.9990	31	31	31	119	119	119	3.63055078E9	3.63055078E9	3.63055078E9	12M(15.9949),13C(57.0214),13C(57.0214),13C(57.0214),13C(57.0214), 1M(15.9949),13C(57.0214), 1M(15.9949),13M(15.9949),13M(15.9949),13M(15.9949),13M(15.9949),13M(15.9949),14C(57.0214),1M(15.9949),1M(15.9949),4M(15.9949),4M(15.9949),6M(15.9949),6M(15.9949),8M(15.9949),8M(15.9949),8M(15.9949)		
sp|P38919|IF4A3_HUMAN	P38919	IF4A3_HUMAN	EIF4A3	411	Homo sapiens	Eukaryotic initiation factor 4A-III	1:Experimental evidence at protein level	36.98	1.0000	0.9990	17	13	13	30	20	20	2.14977229E9	2.70308608E8	2.70308608E8	2M(15.9949)		
sp|P39019|RS19_HUMAN	P39019	RS19_HUMAN	RPS19	145	Homo sapiens	Small ribosomal subunit protein eS19	1:Experimental evidence at protein level	44.14	1.0000	0.9990	10	10	10	32	32	32	1.43234445E9	1.43234445E9	1.43234445E9	4M(15.9949)		
sp|P39023|RL3_HUMAN	P39023	RL3_HUMAN	RPL3	403	Homo sapiens	Large ribosomal subunit protein uL3	1:Experimental evidence at protein level	39.21	1.0000	0.9990	17	16	17	43	39	43	1.23972467E9	8.5272762E8	1.23972467E9	11C(57.0214),11C(57.0214),11C(57.0214),11C(57.0214),11C(57.0214),11C(57.0214),11C(57.0214),16M(15.9949),20M(15.9949),3C(57.0214),3C(57.0214),3C(57.0214),3C(57.0214),3M(15.9949),3M(15.9949)		
sp|P39060|COIA1_HUMAN	P39060	COIA1_HUMAN	COL18A1	1754	Homo sapiens	Collagen alpha-1(XVIII) chain	1:Experimental evidence at protein level	2.51	1.0000	0.9990	3	3	3	7	7	7	6.6140908E7	6.6140908E7	6.6140908E7			
sp|P39656|OST48_HUMAN	P39656	OST48_HUMAN	DDOST	456	Homo sapiens	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	1:Experimental evidence at protein level	27.63	1.0000	0.9990	10	10	10	20	20	20	9.1729338E8	9.1729338E8	9.1729338E8	6C(57.0214),6C(57.0214)		
sp|P39687|AN32A_HUMAN	P39687	AN32A_HUMAN	ANP32A	249	Homo sapiens	Acidic leucine-rich nuclear phosphoprotein 32 family member A	1:Experimental evidence at protein level	32.53	1.0000	0.9990	11	4	11	27	9	27	6.4858413E8	3.09513568E8	6.4858413E8	1C(57.0214),7C(57.0214),7C(57.0214),7C(57.0214),7C(57.0214),7C(57.0214)		
sp|P39748|FEN1_HUMAN	P39748	FEN1_HUMAN	FEN1	380	Homo sapiens	Flap endonuclease 1	1:Experimental evidence at protein level	11.05	1.0000	0.9990	3	3	3	4	4	4	4.1176928E7	4.1176928E7	4.1176928E7			
sp|P40121|CAPG_HUMAN	P40121	CAPG_HUMAN	CAPG	348	Homo sapiens	Macrophage-capping protein	1:Experimental evidence at protein level	45.40	1.0000	0.9990	11	11	11	39	39	39	1.75479526E9	1.75479526E9	1.75479526E9	11M(15.9949),11M(15.9949),11M(15.9949),6C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214),8M(15.9949),8M(15.9949),N-term(42.0106),N-term(42.0106),N-term(42.0106)		
sp|P40123|CAP2_HUMAN	P40123	CAP2_HUMAN	CAP2	477	Homo sapiens	Adenylyl cyclase-associated protein 2	1:Experimental evidence at protein level	21.17	1.0000	0.9990	10	9	9	10	9	9	8.5015731E8	2.30072288E8	2.30072288E8	12M(15.9949)		
sp|P40189|IL6RB_HUMAN	P40189	IL6RB_HUMAN	IL6ST	918	Homo sapiens	Interleukin-6 receptor subunit beta	1:Experimental evidence at protein level	0.76	1.0000	0.9990	2	2	2	1	1	1	2.3977476E7	2.3977476E7	2.3977476E7			
sp|P40222|TXLNA_HUMAN	P40222	TXLNA_HUMAN	TXLNA	546	Homo sapiens	Alpha-taxilin	1:Experimental evidence at protein level	4.21	1.0000	0.9990	2	2	2	2	2	2	8001984.0	8001984.0	8001984.0			
sp|P40227|TCPZ_HUMAN	P40227	TCPZ_HUMAN	CCT6A	531	Homo sapiens	T-complex protein 1 subunit zeta	1:Experimental evidence at protein level	31.83	1.0000	0.9990	16	12	16	34	25	34	1.85856064E9	1.80735283E9	1.85856064E9	1M(15.9949),2C(57.0214)		
sp|P40261|NNMT_HUMAN	P40261	NNMT_HUMAN	NNMT	264	Homo sapiens	Nicotinamide N-methyltransferase	1:Experimental evidence at protein level	3.79	1.0000	0.9990	2	2	2	1	1	1	6.9177808E7	6.9177808E7	6.9177808E7			
sp|P40306|PSB10_HUMAN	P40306	PSB10_HUMAN	PSMB10	273	Homo sapiens	Proteasome subunit beta type-10	1:Experimental evidence at protein level	7.69	1.0000	0.9990	2	2	2	2	2	2	1.276101E7	1.276101E7	1.276101E7			
sp|P40429|RL13A_HUMAN	P40429	RL13A_HUMAN	RPL13A	203	Homo sapiens	Large ribosomal subunit protein uL13	1:Experimental evidence at protein level	35.47	1.0000	0.9990	9	5	9	11	5	11	2.58008256E8	1.1043384E8	2.58008256E8	1C(57.0214),1M(15.9949),N-term(42.0106)		
sp|P40616|ARL1_HUMAN	P40616	ARL1_HUMAN	ARL1	181	Homo sapiens	ADP-ribosylation factor-like protein 1	1:Experimental evidence at protein level	28.18	1.0000	0.9990	4	4	4	8	8	8	1.87702768E8	1.87702768E8	1.87702768E8			
sp|P40692|MLH1_HUMAN	P40692	MLH1_HUMAN	MLH1	756	Homo sapiens	DNA mismatch repair protein Mlh1	1:Experimental evidence at protein level	2.91	1.0000	0.9990	2	2	2	2	2	2	1.318218E7	1.318218E7	1.318218E7			
sp|P40763|STAT3_HUMAN	P40763	STAT3_HUMAN	STAT3	770	Homo sapiens	Signal transducer and activator of transcription 3	1:Experimental evidence at protein level	38.44	1.0000	0.9990	21	21	21	45	45	45	8.0757517E8	8.0757517E8	8.0757517E8	11C(57.0214),11C(57.0214),13C(57.0214), 5C(57.0214),13C(57.0214), 5C(57.0214),2C(57.0214),2C(57.0214),2C(57.0214),2C(57.0214),2C(57.0214),2C(57.0214),4M(15.9949),6M(15.9949),N-term(42.0106)		
sp|P40818|UBP8_HUMAN	P40818	UBP8_HUMAN	USP8	1118	Homo sapiens	Ubiquitin carboxyl-terminal hydrolase 8	1:Experimental evidence at protein level	3.31	1.0000	0.9990	3	3	3	5	5	5	4.6313204E7	4.6313204E7	4.6313204E7			
sp|P40925|MDHC_HUMAN	P40925	MDHC_HUMAN	MDH1	334	Homo sapiens	Malate dehydrogenase, cytoplasmic	1:Experimental evidence at protein level	43.11	1.0000	0.9990	12	12	12	37	37	37	3.02882458E9	3.02882458E9	3.02882458E9	12C(57.0214),12C(57.0214),12C(57.0214),12C(57.0214),12C(57.0214),5C(57.0214),5C(57.0214),5C(57.0214)		
sp|P40926|MDHM_HUMAN	P40926	MDHM_HUMAN	MDH2	338	Homo sapiens	Malate dehydrogenase, mitochondrial	1:Experimental evidence at protein level	59.17	1.0000	0.9990	15	15	15	53	53	53	4.9724119E9	4.9724119E9	4.9724119E9	10M(15.9949),10M(15.9949),11C(57.0214),11C(57.0214),11C(57.0214),1M(15.9949),1M(15.9949),1M(15.9949),1M(15.9949),2C(57.0214),2C(57.0214),2C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214),9C(57.0214),9C(57.0214),9C(57.0214),9C(57.0214),9C(57.0214),9M(15.9949)		
sp|P40937|RFC5_HUMAN	P40937	RFC5_HUMAN	RFC5	340	Homo sapiens	Replication factor C subunit 5	1:Experimental evidence at protein level	3.53	1.0000	0.9990	1	1	1	1	1	1	1.2788565E7	1.2788565E7	1.2788565E7			
sp|P40938|RFC3_HUMAN	P40938	RFC3_HUMAN	RFC3	356	Homo sapiens	Replication factor C subunit 3	1:Experimental evidence at protein level	14.61	1.0000	0.9990	3	3	3	4	4	4	5.2311008E7	5.2311008E7	5.2311008E7	10C(57.0214), 17C(57.0214),10C(57.0214), 17C(57.0214),5C(57.0214),5C(57.0214)		
sp|P40939|ECHA_HUMAN	P40939	ECHA_HUMAN	HADHA	763	Homo sapiens	Trifunctional enzyme subunit alpha, mitochondrial	1:Experimental evidence at protein level	50.46	1.0000	0.9990	33	33	33	95	95	95	3.0725225E9	3.0725225E9	3.0725225E9	10C(57.0214),10C(57.0214),10M(15.9949),10M(15.9949),12C(57.0214),12C(57.0214),12C(57.0214), 3M(15.9949),12C(57.0214), 3M(15.9949),12M(15.9949),12M(15.9949),13C(57.0214),13C(57.0214),13C(57.0214),13C(57.0214),1C(57.0214),1C(57.0214),1C(57.0214), 5M(15.9949),1M(15.9949),1M(15.9949),1M(15.9949),1M(15.9949),1M(15.9949),1M(15.9949),4M(15.9949),5C(57.0214),5C(57.0214),5C(57.0214),5C(57.0214),5C(57.0214),6M(15.9949),6M(15.9949),6M(15.9949),6M(15.9949)		
sp|P41091|IF2G_HUMAN	P41091	IF2G_HUMAN	EIF2S3	472	Homo sapiens	Eukaryotic translation initiation factor 2 subunit 3	1:Experimental evidence at protein level	38.14	1.0000	0.9990	15	4	15	29	9	29	6.936569E8	4.49432544E8	6.936569E8	11C(57.0214), 6C(57.0214),11C(57.0214), 6C(57.0214),2C(57.0214),2C(57.0214),3C(57.0214),6C(57.0214),6C(57.0214),8C(57.0214),8C(57.0214),8C(57.0214),9C(57.0214),9C(57.0214),9C(57.0214),9C(57.0214),N-term(42.0106)		
sp|P41208|CETN2_HUMAN	P41208	CETN2_HUMAN	CETN2	172	Homo sapiens	Centrin-2	1:Experimental evidence at protein level	35.47	1.0000	0.9990	6	6	6	12	12	12	1.5395328E8	1.5395328E8	1.5395328E8	1M(15.9949)		
sp|P41212|ETV6_HUMAN	P41212	ETV6_HUMAN	ETV6	452	Homo sapiens	Transcription factor ETV6	1:Experimental evidence at protein level	1.99	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|P41217|OX2G_HUMAN	P41217	OX2G_HUMAN	CD200	278	Homo sapiens	OX-2 membrane glycoprotein	1:Experimental evidence at protein level	6.47	1.0000	0.9990	3	3	3	6	6	6	2.52676768E8	2.52676768E8	2.52676768E8	4C(57.0214)		
sp|P41218|MNDA_HUMAN	P41218	MNDA_HUMAN	MNDA	407	Homo sapiens	Myeloid cell nuclear differentiation antigen	1:Experimental evidence at protein level	11.55	1.0000	0.9990	4	4	4	6	6	6	1.41720736E8	1.41720736E8	1.41720736E8	3C(57.0214),3C(57.0214)		
