Protein.Group	Protein.Names	Genes	First.Protein.Description	S:\Proteomics\CMB\CMB-1515\T063417_AurEl7_PM7_CMB-1515_9_GD6_1_10072.d	S:\Proteomics\CMB\CMB-1515\T063423_AurEl7_PM7_CMB-1515_6_GD3_1_10078.d	S:\Proteomics\CMB\CMB-1515\T063425_AurEl7_PM7_CMB-1515_5_GD2_1_10080.d	S:\Proteomics\CMB\CMB-1515\T063427_AurEl7_PM7_CMB-1515_4_GD1_1_10082.d	S:\Proteomics\CMB\CMB-1515\T063429_AurEl7_PM7_CMB-1515_3_GC8_1_10084.d	S:\Proteomics\CMB\CMB-1515\T063431_AurEl7_PM7_CMB-1515_2_GC7_1_10086.d
Q3SY84;Q14CN4;Q7RTS7	K2C71_HUMAN;K2C72_HUMAN;K2C74_HUMAN	KRT71;KRT72;KRT74	Keratin, type II cytoskeletal 72	341920	727543	1.00541e+06	879791	389679	984737
Q3SY84;Q7RTS7	K2C71_HUMAN;K2C74_HUMAN	KRT71;KRT74	Keratin, type II cytoskeletal 71			22708.8	7717.97	15913.7	
Q3ZCW2	LEGL_HUMAN	LGALSL	Galectin-related protein		4623.57	9095.19		3289.28	5385.61
Q53GG5	PDLI3_HUMAN	PDLIM3	PDZ and LIM domain protein 3	5318.59	5959.8	6059.45	2358.67	6713.2	1932.27
Q53RT3	APRV1_HUMAN	ASPRV1	Retroviral-like aspartic protease 1		2969.21	7257.6		3695.57	4517.47
Q53TN4	CYBR1_HUMAN	CYBRD1	Plasma membrane ascorbate-dependent reductase CYBRD1	15910.4		4506.39	15913.6	7814.42	3217.17
Q562R1;P60709;P63261;P68032;P63267	ACTBL_HUMAN;ACTB_HUMAN;ACTC_HUMAN;ACTG_HUMAN;ACTH_HUMAN	ACTB;ACTBL2;ACTC1;ACTG1;ACTG2	Actin, cytoplasmic 1	626791	393238	586592	474470	960346	272199
Q562R1;Q9BYX7;P60709;P63261;P68032;P63267	ACTBL_HUMAN;ACTBM_HUMAN;ACTB_HUMAN;ACTC_HUMAN;ACTG_HUMAN;ACTH_HUMAN	ACTB;ACTBL2;ACTC1;ACTG1;ACTG2;POTEKP	Actin, cytoplasmic 1	363769	468819	702757	693775	714704	460772
Q5D862	FILA2_HUMAN	FLG2	Filaggrin-2	62273.5	206988	149945	152293	98456.6	294438
Q5T749	KPRP_HUMAN	KPRP	Keratinocyte proline-rich protein	65143.5	143326	142969	99241.7	87336	194701
Q5T750	KPLCE_HUMAN	KPLCE	Protein KPLCE	153266	373707	253938	259199	131694	293890
Q5TC79;Q8NCN2	ZBT34_HUMAN;ZBT37_HUMAN	ZBTB34;ZBTB37	Zinc finger and BTB domain-containing protein 37	2123.98					
Q5TEC6	H37_HUMAN	H3-7	Histone H3-7	5538.47		11481.3	26762.3	26362.4	
Q5TEC6;P68431;P84243;Q16695;Q71DI3	H31T_HUMAN;H31_HUMAN;H32_HUMAN;H33_HUMAN;H37_HUMAN	H3-3B;H3-4;H3-7;H3C12;H3C13	Histone H3.1	196080	71679.5	277160	639445	372598	119051
Q5XKE5	K2C79_HUMAN	KRT79	Keratin, type II cytoskeletal 79		8571.43			3914.83	9921.35
Q63ZY3	KANK2_HUMAN	KANK2	KN motif and ankyrin repeat domain-containing protein 2	9282.36		3063.51	6002.06	4309.91	2509.79
Q6DD88	ATLA3_HUMAN	ATL3	Atlastin-3	4138.65	1067.5	2704.13	1653.87	1598.12	1193.13
Q6E0U4	DMKN_HUMAN	DMKN	Dermokine		6677.87	8961.83		24359.7	
Q6KB66	K2C80_HUMAN	KRT80	Keratin, type II cytoskeletal 80	17786.8	71859.7	81900.7	56156.3	47971.2	96140.1
Q6NZI2	CAVN1_HUMAN	CAVIN1	Caveolae-associated protein 1	68042.3	5286.6	43030.5	57582.5	62035.6	32008.8
Q6P4A8	PLBL1_HUMAN	PLBD1	Phospholipase B-like 1		6992.06	8269.71	5121.47	3294.76	10647.2
Q6PCB0	VWA1_HUMAN	VWA1	von Willebrand factor A domain-containing protein 1	23789.5		1613.52	13247.7	10094.9	10213.4
Q6PIW4;O75351;Q9UN37	FIGL1_HUMAN;VPS4A_HUMAN;VPS4B_HUMAN	FIGNL1;VPS4A;VPS4B	Vacuolar protein sorting-associated protein 4B			1596.42	1724.41	1051.04	1475.48
Q6UWP8	SBSN_HUMAN	SBSN	Suprabasin	6792.73	19284	28212.4	26062.6	23973.1	26888.3
Q6UXI7	VITRN_HUMAN	VIT	Vitrin	2478.29					
Q6UXI9	NPNT_HUMAN	NPNT	Nephronectin	5631.03		1893.54	1690.2		
Q6ZVX7	FBX50_HUMAN	NCCRP1	F-box only protein 50	10523.1	45143.9	55327.4	32859.2	36125.9	52915.7
Q71U36	TBA1A_HUMAN	TUBA1A	Tubulin alpha-1A chain	44588.1	28020.4	32032.9	33018.5	44073	21660.4
Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1	2463.69		1190.6		4053.56	
Q7L576;Q96F07	CYFP1_HUMAN;CYFP2_HUMAN	CYFIP1;CYFIP2	Cytoplasmic FMR1-interacting protein 1	2392.47	1183.18	1513.49	2142.23	2891.18	934.023
Q7Z3Y7	K1C28_HUMAN	KRT28	Keratin, type I cytoskeletal 28			7583.52	3038.04	17471.3	
Q7Z3Y8	K1C27_HUMAN	KRT27	Keratin, type I cytoskeletal 27			165053	61547.5	90811.9	
Q7Z3Y9	K1C26_HUMAN	KRT26	Keratin, type I cytoskeletal 26					5237.79	
Q7Z3Z0	K1C25_HUMAN	KRT25	Keratin, type I cytoskeletal 25			27392.9	9570.71	4745.76	
Q7Z3Z0;Q7Z3Y8	K1C25_HUMAN;K1C27_HUMAN	KRT25;KRT27	Keratin, type I cytoskeletal 27			7408.22	2779.39	3701.06	
Q7Z3Z0;Q7Z3Y8;Q7Z3Y7	K1C25_HUMAN;K1C27_HUMAN;K1C28_HUMAN	KRT25;KRT27;KRT28	Keratin, type I cytoskeletal 28			80879.5	32605	32618.7	792.633
Q7Z3Z0;Q7Z3Y8;Q7Z3Y9	K1C25_HUMAN;K1C26_HUMAN;K1C27_HUMAN	KRT25;KRT26;KRT27	Keratin, type I cytoskeletal 27			134334	67880.7	87794.9	
Q7Z4V5;Q9Y3E1	HDGR2_HUMAN;HDGR3_HUMAN	HDGFL2;HDGFL3	Hepatoma-derived growth factor-related protein 2	3311.11					
Q7Z4W1	DCXR_HUMAN	DCXR	L-xylulose reductase	4365.72	5401.75	9116.17	5708.1	4890.67	10570.3
Q7Z5L7	PODN_HUMAN	PODN	Podocan	3401.7					
Q7Z794	K2C1B_HUMAN	KRT77	Keratin, type II cytoskeletal 1b	90606.1	281632	141010	201790	102617	558343
Q7Z794;Q8N1N4	K2C1B_HUMAN;K2C78_HUMAN	KRT77;KRT78	Keratin, type II cytoskeletal 1b			211835	195956	105202	292914
Q7Z7G0	TARSH_HUMAN	ABI3BP	Target of Nesh-SH3					19265.3	
Q86SG5	S1A7A_HUMAN	S100A7A	Protein S100-A7A						1449.71
Q86UX2	ITIH5_HUMAN	ITIH5	Inter-alpha-trypsin inhibitor heavy chain H5	2189.24			2891.76		1684.13
Q86V81	THOC4_HUMAN	ALYREF	THO complex subunit 4	3176.34		1525.15		1197.04	
Q86YZ3	HORN_HUMAN	HRNR	Hornerin	185777	852615	1.09633e+06	494537	719256	672103
Q8IUE6	H2A2B_HUMAN	H2AC21	Histone H2A type 2-B	55776.6	4286.36	30796.8	36535.7	39676.1	5731.16
Q8IUE6;P04908;P0C0S8;P20671;Q16777;Q6FI13;Q7L7L0;Q93077;Q96KK5;Q99878;Q9BTM1;P0C0S5;Q71UI9;Q96QV6	H2A1A_HUMAN;H2A1B_HUMAN;H2A1C_HUMAN;H2A1D_HUMAN;H2A1H_HUMAN;H2A1J_HUMAN;H2A1_HUMAN;H2A2A_HUMAN;H2A2B_HUMAN;H2A2C_HUMAN;H2A3_HUMAN;H2AJ_HUMAN;H2AV_HUMAN;H2AZ_HUMAN	H2AC1;H2AC12;H2AC14;H2AC17;H2AC19;H2AC20;H2AC21;H2AC25;H2AC6;H2AC7;H2AC8;H2AJ;H2AZ1;H2AZ2	Histone H2A type 1-B/E	887881	156168	552364	1.03493e+06	719878	236510
Q8IUE6;P04908;P0C0S8;P20671;Q16777;Q6FI13;Q7L7L0;Q93077;Q96KK5;Q99878;Q9BTM1;Q96QV6	H2A1A_HUMAN;H2A1B_HUMAN;H2A1C_HUMAN;H2A1D_HUMAN;H2A1H_HUMAN;H2A1J_HUMAN;H2A1_HUMAN;H2A2A_HUMAN;H2A2B_HUMAN;H2A2C_HUMAN;H2A3_HUMAN;H2AJ_HUMAN	H2AC1;H2AC12;H2AC14;H2AC17;H2AC19;H2AC20;H2AC21;H2AC25;H2AC6;H2AC7;H2AC8;H2AJ	Histone H2A type 1-B/E	16982.5		16920.5	31448.1	17489.1	6182.75
Q8IUE6;Q96QV6	H2A1A_HUMAN;H2A2B_HUMAN	H2AC1;H2AC21	Histone H2A type 2-B			1650.43	2261.48	1998.44	670.583
Q8IUX7	AEBP1_HUMAN	AEBP1	Adipocyte enhancer-binding protein 1	22881.4	11523.6	10424.5	3599.37	17865.9	
Q8IVN3	MSTN1_HUMAN	MUSTN1	Musculoskeletal embryonic nuclear protein 1	11858.5		3748.76	8926.63	4827.99	4554.99
Q8IVN8	SBSPO_HUMAN	SBSPON	Somatomedin-B and thrombospondin type-1 domain-containing protein	7655.85			3558.55		1931.95
Q8IW75	SPA12_HUMAN	SERPINA12	Serpin A12	6493.35	27091.7	35695.9	26202.3	19852	40254.8
Q8IWU6	SULF1_HUMAN	SULF1	Extracellular sulfatase Sulf-1	11261.5		7707.11		16814.9	
Q8N135	LGI4_HUMAN	LGI4	Leucine-rich repeat LGI family member 4	12262.9		2399.73		3998.8	
Q8N1N4	K2C78_HUMAN	KRT78	Keratin, type II cytoskeletal 78	41547.8	148478	176292	109691	95859.9	224222
Q8N1N4;Q3SY84;P19013;P12035;Q7RTS7	K2C3_HUMAN;K2C4_HUMAN;K2C71_HUMAN;K2C74_HUMAN;K2C78_HUMAN	KRT3;KRT4;KRT71;KRT74;KRT78	Keratin, type II cytoskeletal 3		136766	100639	50391.5	59876.8	100135
Q8N1N4;Q5XKE5;P02538;P12035;Q01546;O95678	K22O_HUMAN;K2C3_HUMAN;K2C6A_HUMAN;K2C75_HUMAN;K2C78_HUMAN;K2C79_HUMAN	KRT3;KRT6A;KRT75;KRT76;KRT78;KRT79	Keratin, type II cytoskeletal 75	2000.3	11967.7	19967.5		17200	23012.1
Q8N2S1	LTBP4_HUMAN	LTBP4	Latent-transforming growth factor beta-binding protein 4	2847.61	6175.15	17980.8		20643.9	
Q8NC56	LEMD2_HUMAN	LEMD2	LEM domain-containing protein 2	3956.51					
Q8NEX9	DR9C7_HUMAN	SDR9C7	Short-chain dehydrogenase/reductase family 9C member 7	1895.15	5130.62	4960.73	4777.12	1899.9	10713.9
Q8TDL5	BPIB1_HUMAN	BPIFB1	BPI fold-containing family B member 1			1937.38	763.136		
Q8TEA8	DTD1_HUMAN	DTD1	D-aminoacyl-tRNA deacylase 1	3542.71		9533.81	9851.92	3945.91	9596.77
Q8WUA8	TSK_HUMAN	TSKU	Tsukushi			11243.2		4069.12	
Q8WUP2	FBLI1_HUMAN	FBLIM1	Filamin-binding LIM protein 1	7400.55		13019.7		19663.1	
Q8WVV4	POF1B_HUMAN	POF1B	Protein POF1B	5035.81	22672.1	32365	21648.2	15646	24265.1
Q8WWQ2	HPSE2_HUMAN	HPSE2	Inactive heparanase-2	986.758					
Q8WX93	PALLD_HUMAN	PALLD	Palladin	10712.2	8511.32	18055.6	9908.23	23182.1	
Q8WX93;Q86TC9	MYPN_HUMAN;PALLD_HUMAN	MYPN;PALLD	Myopalladin	6348.6	4832.62	9752.35	4424.8	9466.14	1794.01
Q92522	H1X_HUMAN	H1-10	Histone H1.10	6975.81		1095.31	4716.82	3749.22	1425.39
Q92743	HTRA1_HUMAN	HTRA1	Serine protease HTRA1	224716	32496.4	6459.73	4898.85	10022.9	4569.17
Q92820	GGH_HUMAN	GGH	Gamma-glutamyl hydrolase	5639.78	33294.5	29702.7	18639.5	15143.4	46327
Q92945	FUBP2_HUMAN	KHSRP	Far upstream element-binding protein 2	2245.74					
Q93052	LPP_HUMAN	LPP	Lipoma-preferred partner	29898.2	8470.42	24458.2	19533.9	26064.4	8476.05
Q969G5	CAVN3_HUMAN	CAVIN3	Caveolae-associated protein 3	35857.2		35223	41301	40574	14385.9
Q969L2	MAL2_HUMAN	MAL2	Protein MAL2		1670.6	874.823	1866.24	1512.32	3447.5
Q96A00	PP14A_HUMAN	PPP1R14A	Protein phosphatase 1 regulatory subunit 14A	7221.78	1908.72	4041.03	5668.99	6337.71	2014.96
Q96A08;P23527;P33778;Q16778	H2B1A_HUMAN;H2B1B_HUMAN;H2B1O_HUMAN;H2B2E_HUMAN	H2BC1;H2BC17;H2BC21;H2BC3	Histone H2B type 1-O	4637.36		1585	7175.68	5047.3	
Q96A08;P23527;P33778;Q16778;P57053	H2B1A_HUMAN;H2B1B_HUMAN;H2B1O_HUMAN;H2B2E_HUMAN;H2BFS_HUMAN	H2BC1;H2BC12L;H2BC17;H2BC21;H2BC3	Histone H2B type 1-O	156458	44653	65816.1	198845	114687	46480.6
Q96AC1	FERM2_HUMAN	FERMT2	Fermitin family homolog 2	10573.7				8455.03	
Q96AE4;Q96I24	FUBP1_HUMAN;FUBP3_HUMAN	FUBP1;FUBP3	Far upstream element-binding protein 1			1917.52	1884.67	1392.18	796.836
Q96CW1	AP2M1_HUMAN	AP2M1	AP-2 complex subunit mu	1678.67					
Q96DA0	PAUF_HUMAN	ZG16B	Pancreatic adenocarcinoma up-regulated factor	1113.47	20334.4	30536.2	10203	1930.98	4202.69
Q96DR5	BPIA2_HUMAN	BPIFA2	BPI fold-containing family A member 2			5335.44			
Q96DR8	MUCL1_HUMAN	MUCL1	Mucin-like protein 1		19446.6	16919.1	16188.1	11557.7	162552
Q96FQ6	S10AG_HUMAN	S100A16	Protein S100-A16	1973.91	22122.8	23219.2	22016.5	11165	14950.3
Q96FS4	SIPA1_HUMAN	SIPA1	Signal-induced proliferation-associated protein 1			4835.25		3801.55	
Q96HC4	PDLI5_HUMAN	PDLIM5	PDZ and LIM domain protein 5	15128	5186.47	9728.66	6782.46	14587.5	3389.83
Q96IY4	CBPB2_HUMAN	CPB2	Carboxypeptidase B2	6962.89		6515.24		8027.35	
Q96JY6	PDLI2_HUMAN	PDLIM2	PDZ and LIM domain protein 2	5948.92		6687.47	4410.66	7959.6	3109.98
Q96L46	CPNS2_HUMAN	CAPNS2	Calpain small subunit 2		3507.72	4588.22		2780.97	6678.8
Q96P44	COLA1_HUMAN	COL21A1	Collagen alpha-1(XXI) chain	49188.3	12437.2		10533.2	22278.1	
Q96P63	SPB12_HUMAN	SERPINB12	Serpin B12	30186.7	169071	172739	130707	109809	201465
Q96PK6	RBM14_HUMAN	RBM14	RNA-binding protein 14	1711.05		2537.95		1241.08	
Q96QA5	GSDMA_HUMAN	GSDMA	Gasdermin-A	11636.9	49544.5	39318.8	54250.4	36183.7	65147.2
Q96S97	MYADM_HUMAN	MYADM	Myeloid-associated differentiation marker	8055.77	2186.88		2097.31	3652.44	2164.55
Q99436	PSB7_HUMAN	PSMB7	Proteasome subunit beta type-7		6844.54	4977.02	6672.57	4191.66	12711.5
Q99439	CNN2_HUMAN	CNN2	Calponin-2	2909.31		9691.35		17617.7	
Q99497	PARK7_HUMAN	PARK7	Parkinson disease protein 7	3379.24	4450.23	7088.86	5342.3	7783.41	6293.66
Q99536	VAT1_HUMAN	VAT1	Synaptic vesicle membrane protein VAT-1 homolog	7879.34		11359.6	14458.9	6885.35	8294.44
Q99584	S10AD_HUMAN	S100A13	Protein S100-A13	2934.3					
Q99623	PHB2_HUMAN	PHB2	Prohibitin-2	7579.1	10530.5	6258.78	8647.77	9569.92	5026.17
Q99715	COCA1_HUMAN	COL12A1	Collagen alpha-1(XII) chain	20101.1	11150	14093.3	5153.74	28491.7	4772.23
Q99832	TCPH_HUMAN	CCT7	T-complex protein 1 subunit eta	1418.97	1555.73	1625.16	2927.5	1972.14	
Q99944	EGFL8_HUMAN	EGFL8	Epidermal growth factor-like protein 8	4904.03					
Q9BQ50	TREX2_HUMAN	TREX2	Three prime repair exonuclease 2			4050.69	3517.6		2373
Q9BQI4	CCDC3_HUMAN	CCDC3	Coiled-coil domain-containing protein 3	9653.1					
Q9BR76	COR1B_HUMAN	CORO1B	Coronin-1B		2118.1	1302.98	1080.71	989.936	
Q9BSJ8	ESYT1_HUMAN	ESYT1	Extended synaptotagmin-1	1108.53	591.317	828.078	1200.59	811.297	926.764
Q9BTV4	TMM43_HUMAN	TMEM43	Transmembrane protein 43	6446.88	6529.7	4110.15	6450.02	5566.66	5160.76
Q9BUF5;Q13509	TBB3_HUMAN;TBB6_HUMAN	TUBB3;TUBB6	Tubulin beta-3 chain	4789.29		2891.15		2617.54	1890.42
Q9BUP0;Q96C19	EFHD1_HUMAN;EFHD2_HUMAN	EFHD1;EFHD2	EF-hand domain-containing protein D2			1701.28	2055.28	9723.85	
Q9BVA1	TBB2B_HUMAN	TUBB2B	Tubulin beta-2B chain	7830.26					
Q9BVC6	TM109_HUMAN	TMEM109	Voltage-gated monoatomic cation channel TMEM109	4730.19		3805.21	5753.05	5954	
Q9BX66	SRBS1_HUMAN	SORBS1	Sorbin and SH3 domain-containing protein 1	8636.57			7036.96		3702.92
Q9BXJ0	C1QT5_HUMAN	C1QTNF5	Complement C1q tumor necrosis factor-related protein 5	168033					
Q9BXN1	ASPN_HUMAN	ASPN	Asporin	15808.6	8368.04	14966.7	4981.83	27195.5	
Q9BY76	ANGL4_HUMAN	ANGPTL4	Angiopoietin-related protein 4	7509.6					
Q9BYJ1	LOXE3_HUMAN	ALOXE3	Hydroperoxide isomerase ALOXE3	5843.51	18250.7	12879.8	12576.9	6097.59	22858.3
Q9BYX7;P60709;P63261	ACTBM_HUMAN;ACTB_HUMAN;ACTG_HUMAN	ACTB;ACTG1;POTEKP	Actin, cytoplasmic 1	215620	90145	194885	112876	326955	45680.1
Q9BYX7;P60709;P63261;P68032	ACTBM_HUMAN;ACTB_HUMAN;ACTC_HUMAN;ACTG_HUMAN	ACTB;ACTC1;ACTG1;POTEKP	Actin, cytoplasmic 1	63006.9	258090	792492	148140	622582	
Q9BZQ8	NIBA1_HUMAN	NIBAN1	Protein Niban 1	3943.64				3033.58	2251.23
Q9C075	K1C23_HUMAN	KRT23	Keratin, type I cytoskeletal 23	4105.11	18656.4	27357.9	17097.4	15215.2	28905.9
Q9GZM7	TINAL_HUMAN	TINAGL1	Tubulointerstitial nephritis antigen-like	82171.9	6173.07	52712.1	17791.7	38273.7	16475.1
Q9GZP4	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1		5094.3				
Q9GZZ8	LACRT_HUMAN	LACRT	Extracellular glycoprotein lacritin		10568.3	2022.14	3047.37		
Q9H0E2	TOLIP_HUMAN	TOLLIP	Toll-interacting protein	4026.81	9372.27	21386.8	9554.59	10736.5	26805.2
Q9H0W9	CK054_HUMAN	C11orf54	Ester hydrolase C11orf54					2453.59	6472.08
Q9H1E1	RNAS7_HUMAN	RNASE7	Ribonuclease 7	5639.23	21205.1	17722	15641.3	5298.73	37902.5
Q9H223	EHD4_HUMAN	EHD4	EH domain-containing protein 4	1882.05					
Q9H223;Q9H4M9;Q9NZN3	EHD1_HUMAN;EHD3_HUMAN;EHD4_HUMAN	EHD1;EHD3;EHD4	EH domain-containing protein 4	6817.23	1662.05	2801.94		2306.22	2575.1
Q9H239	MMP28_HUMAN	MMP28	Matrix metalloproteinase-28	26519.7					
Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3	2765.68	3899.65	6329.17		6927.14	3045
Q9H4G4	GAPR1_HUMAN	GLIPR2	Golgi-associated plant pathogenesis-related protein 1	8211.61			4716.86	4697.1	2243.66
Q9HAU5	RENT2_HUMAN	UPF2	Regulator of nonsense transcripts 2					23451.3	135453
Q9HB40	RISC_HUMAN	SCPEP1	Retinoid-inducible serine carboxypeptidase			5573.92	6242.64	3928.9	10063.6
Q9HB63	NET4_HUMAN	NTN4	Netrin-4	3423.48					
Q9HBL0	TENS1_HUMAN	TNS1	Tensin-1	13438.5	965.148	6712.52	12402.1	11159.5	5431.56
Q9HBL0;Q63HR2;Q68CZ2	TENS1_HUMAN;TENS2_HUMAN;TENS3_HUMAN	TNS1;TNS2;TNS3	Tensin-2		2661.23	10822	10411.2	6187.4	2276.73
Q9HCY8	S10AE_HUMAN	S100A14	Protein S100-A14	6013.73	21867.6	15299.4	8738.66	5289.18	14825.3
Q9NP55	BPIA1_HUMAN	BPIFA1	BPI fold-containing family A member 1		2377.94	6810.94	5243.45	1647.59	1781.69
Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18				2059.25	1679.28	
Q9NPH2	INO1_HUMAN	ISYNA1	Inositol-3-phosphate synthase 1	4313.9		9081.53	8394.04	11160.3	4370.52
Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4	2247.62	15214.7	9198.93	11721.5	6581.38	16069.5
Q9NR12	PDLI7_HUMAN	PDLIM7	PDZ and LIM domain protein 7	3993.15	5569.77	11121.3	8148.78	11486	3730.11
Q9NRF8	PYRG2_HUMAN	CTPS2	CTP synthase 2					1154.55	
Q9NRF8;P17812	PYRG1_HUMAN;PYRG2_HUMAN	CTPS1;CTPS2	CTP synthase 1					1043.48	
Q9NRN5	OLFL3_HUMAN	OLFML3	Olfactomedin-like protein 3	8522.97			10309.9		
Q9NSB4	KRT82_HUMAN	KRT82	Keratin, type II cuticular Hb2		4923.34	10083.5			7703.16
Q9NVD7	PARVA_HUMAN	PARVA	Alpha-parvin	13778				21162.8	
Q9NVD7;Q9HBI1	PARVA_HUMAN;PARVB_HUMAN	PARVA;PARVB	Beta-parvin	6177.4		3098.38		4022.98	
Q9NY15	STAB1_HUMAN	STAB1	Stabilin-1	9808.74			3047.9	1316.6	
Q9NZH6	IL37_HUMAN	IL37	Interleukin-37	1154.25	4249.15	2628.97	1520.09	753.752	6054.18
Q9NZH8	IL36G_HUMAN	IL36G	Interleukin-36 gamma			12785.4	8208.91	6894.5	8974.75
Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin	5484.75	1653.77	5038.1		7057.77	
Q9NZN4	EHD2_HUMAN	EHD2	EH domain-containing protein 2	32615.8	3769.38	31053.8	42133	25150.9	25183.1
Q9NZN4;Q9H223	EHD2_HUMAN;EHD4_HUMAN	EHD2;EHD4	EH domain-containing protein 4	1682.26		579.684	915.435	1556.05	838.076
Q9NZN4;Q9H4M9;Q9NZN3	EHD1_HUMAN;EHD2_HUMAN;EHD3_HUMAN	EHD1;EHD2;EHD3	EH domain-containing protein 1	56072.9	2867.2	30565.8	43098	29497.8	21958.2
Q9NZT1	CALL5_HUMAN	CALML5	Calmodulin-like protein 5	62278.2	76860.2	120685	104813	64671.4	103822
Q9NZU5	LMCD1_HUMAN	LMCD1	LIM and cysteine-rich domains protein 1	1062.89	2852.47	1416.09	4139.65	2724.21	1853.31
Q9UBG3	CRNN_HUMAN	CRNN	Cornulin		4324.1				
Q9UBU2	DKK2_HUMAN	DKK2	Dickkopf-related protein 2	26018		1346.28		3491.14	
Q9UBV8	PEF1_HUMAN	PEF1	Peflin	726.225					
Q9UBX5	FBLN5_HUMAN	FBLN5	Fibulin-5	95255.8	27584.6	43150.6	2223.19	42635.2	686.407
Q9UEY8	ADDG_HUMAN	ADD3	Gamma-adducin	2890.14					
Q9UGM3	DMBT1_HUMAN	DMBT1	Deleted in malignant brain tumors 1 protein			3111.54		6677.8	
Q9UGT4	SUSD2_HUMAN	SUSD2	Sushi domain-containing protein 2	24583.4	1194.93	3806.59	20590	12683.8	9975.11
Q9UHF1	EGFL7_HUMAN	EGFL7	Epidermal growth factor-like protein 7	3125.18				400.237	
Q9UHF5	IL17B_HUMAN	IL17B	Interleukin-17B	9775.12					
Q9UHQ9	NB5R1_HUMAN	CYB5R1	NADH-cytochrome b5 reductase 1	2311.64				3147.34	
Q9UI42	CBPA4_HUMAN	CPA4	Carboxypeptidase A4	3987.92	25985.4	31810.7	17971.9	17465.7	21818.9
Q9UIQ6	LCAP_HUMAN	LNPEP	Leucyl-cystinyl aminopeptidase	1577.32	1249.27	999.131	1262.5	1205.28	1776.79
Q9UKK9	NUDT5_HUMAN	NUDT5	ADP-sugar pyrophosphatase	2541.85	5095.06	6966.21	3719.47	2609.81	11001
Q9UKX2;P12882	MYH1_HUMAN;MYH2_HUMAN	MYH1;MYH2	Myosin-1	2209.47	9626.77	2704.46		3054.39	5782.27
Q9UM47	NOTC3_HUMAN	NOTCH3	Neurogenic locus notch homolog protein 3	21809.3		12447.4		20223.6	
Q9UMS6	SYNP2_HUMAN	SYNPO2	Synaptopodin-2	9584.92	2774.5	1535.15	7441.62	2504.14	2707.76
Q9UNF0	PACN2_HUMAN	PACSIN2	Protein kinase C and casein kinase substrate in neurons protein 2			3499.44			
Q9Y240	CLC11_HUMAN	CLEC11A	C-type lectin domain family 11 member A	3671.73					
Q9Y3B3	TMED7_HUMAN	TMED7	Transmembrane emp24 domain-containing protein 7	4296.48	3629.29	4910.73	5751.82	2067.04	2895.82
Q9Y3R4	NEUR2_HUMAN	NEU2	Sialidase-2			12858.7		9061.73	32861.8
Q9Y446	PKP3_HUMAN	PKP3	Plakophilin-3			1887.34			1592.43
Q9Y490	TLN1_HUMAN	TLN1	Talin-1	30329.4	8058.41	19145.5	19471.1	26944.8	10445.2
Q9Y490;Q9Y4G6	TLN1_HUMAN;TLN2_HUMAN	TLN1;TLN2	Talin-1	11035.9	3821.29	14897.9	16770.4	17688	8751.65
Q9Y639	NPTN_HUMAN	NPTN	Neuroplastin	9184.7		4408.98	5530.96	4264.43	3666.5
Q9Y6C2	EMIL1_HUMAN	EMILIN1	EMILIN-1	36511.6	11427.6	41891.5	30954.8	45439.6	7888.53
