Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	H:\Perdu-Alloy Pauline\organoides fixes\TU014848CK_Slot1-01_1_3103.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014849CK_Slot1-02_1_3104.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014850CK_Slot1-03_1_3105.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014851CK_Slot1-04_1_3106.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014852CK_Slot1-05_1_3107.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014853CK_Slot1-06_1_3108.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014854CK_Slot1-07_1_3109.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014855CK_Slot1-08_1_3110.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014856CK_Slot1-09_1_3111.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014857CK_Slot1-10_1_3112.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014858CK_Slot1-11_1_3113.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014859CK_Slot1-12_1_3114.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014861CK_Slot1-25_1_3116.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014862CK_Slot1-26_1_3117.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014863CK_Slot1-27_1_3118.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014864CK_Slot1-28_1_3119.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014865CK_Slot1-29_1_3120.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014866CK_Slot1-30_1_3121.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014867CK_Slot1-31_1_3122.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014868CK_Slot1-32_1_3123.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014869CK_Slot1-33_1_3124.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014870CK_Slot1-34_1_3125.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014871CK_Slot1-35_1_3126.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014872CK_Slot1-36_1_3127.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014874CK_Slot1-13_1_3129.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014875CK_Slot1-14_1_3131.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014876CK_Slot1-15_1_3132.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014877CK_Slot1-16_1_3133.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014878CK_Slot1-17_1_3134.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014879CK_Slot1-18_1_3135.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014880CK_Slot1-19_1_3136.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014881CK_Slot1-20_1_3137.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014882CK_Slot1-21_1_3138.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014883CK_Slot1-22_1_3139.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014884CK_Slot1-39_1_3140.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014885CK_Slot1-40_1_3141.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014886CK_Slot1-41_1_3142.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014887CK_Slot1-42_1_3143.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014888CK_Slot1-43_1_3144.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014889CK_Slot1-44_1_3145.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014890CK_Slot1-45_1_3146.d
P23284	P23284	PPIB_HUMAN	PPIB	Peptidyl-prolyl cis-trans isomerase B	2438.41	1337.16	1890.85	1976.18	2281.51	1968.55	1900.66	2123.23		2363.85	2291.39	2331.25	2895.03	2639.63	2670.91	2374.08	3320.32	2283.66	2835.06	3509.9	2742.15	3257.58	2466.74	3720.87		1918.95	2206.54	2076.96	2586.22	2454.84	2624.64	2709.58	2888	2494.64	2801.96	2807.25	3249.62	2772.19	3343.82	2952.79	2720.25
P23396	P23396	RS3_HUMAN	RPS3	40S ribosomal protein S3	3188.24	2735.05	2449.49	2503.89	2603.09	2398.01	2621	2978.03	2705.68	2650.22	2853.14	3625.29	4274.83	2662.41	3301.06	3394.41	2681.96	2144	3290.39	2956.55	3165.13	2697.31	3935.1	3496.3		4149.79	3509.3	3309.15	3552.55	3891.31	3405.51	3808.49	3718.97	3821.73	3678.27	3477.92	3661.4	3696.33	3822.9	3866.44	3554.44
P23490	P23490	LORI_HUMAN	LOR	Loricrin		2756.61	1480.4	1695.53	1394.58	3224.81							889.459	1923.81				5270.28	10961.2	1368.06	1514.49	12561.8				9285.89	6572.12	8247.92	9876.78	4514.94	11037.4		4172.09		3748.37						2639.16
P23526	P23526	SAHH_HUMAN	AHCY	Adenosylhomocysteinase	2160.98	1520.14	3286.33	3161.24	1548.61	1701.11	2373.66	2159.93	2494.74	1853.33	2075.7	1936.28	2761.51	2262.88	3597.51	1597.31	3004.9	2642.96	2018.37	2447.28	2280.85	2236.71	1563.49	2764.58		3592.58	4733.73	5025.43	5123.07		6233.87	4872.79	4623.12	4031.03	3077.48	3513.17	3728.53	3362.61	3827.57	4136.02	3368.49
P23528	P23528;Q9Y281	COF1_HUMAN	CFL1	Cofilin-1	2609.85	2843.38	2142.18	2732.35	3257.41	3391.04	3697.96	3147.37	2268.57	3852.45	4198.49	3544.57	5303.94	3604.56	4088.63	4309.69	4960.46	3431.6	4235.03	5607.04	4204.98	4210.7	4872.02	5532.39		1842.21	3185.98	1909.98	2444.54	3123.65	3331.32	3308.5	3476.44	3163.31	3347.25	4386.86	4627.44	4570.16	4334.09	4247.54	3795.13
P24534	P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	1852.69	948.277	1656.26		1899.17					2278.13		3679.11	2012.5	1116.43	1786.5	1189.52	1820.98	865.052	1902.58	1393.06	1480.13	1230.86	2615.45	2149.61		1290.77		1477.35						1935.41				1732.73			
P25311	P25311	ZA2G_HUMAN	AZGP1	Zinc-alpha-2-glycoprotein	19886.3	7462.63	21229.9	18570.6	16664.9	20710.6	19133.1	26793.3	20396	20846.7	22650.4	15982.3	15967.6	18892.7	17463.5	15077.9	18055.4	19539.9	19017.7	18575.1	16197.4	17107.7	12942	17786.7		13391.9	13915.8	15237.6	15027.1	11033.5	12274.6	15778.6	13763.8	14672	11018.4	14743.8	12407.4	12225.4	12831.8	11761.5	14589.6
P25685	P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	7638.47	1497.02	4893.9	4816.32		4381.43	5445.2	7539.55	6772.81				4100.21	3490.12	3259.2	2151.88	3847.72	2499.84	4427.77		4209.03																				
P25705	P25705	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial	25166.8	6315.51	31040.1	19125.1	20839	22346.3	22846.9	20575.3	27778.3	23147.7	24713.8	29234.9	18531.7	15985.5	20357.7	16843	19292.8	12503.4	16390.2	18089.2	16746.1	11812.6	23923	20833.5		19120.3	26491.8	18397.3	22624.7	20040.4	23996.5	25178	22948.9	25200	14321	17935.5	14451.2	14108.8	13202.4	15541.3	14409.3
P25786	P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	1817.74	3067.86	2023.32	1938.33	1928.73	1628.63	1760.12	1645.09		1606.94	1891.97	2848.56	1637.88	2336.83	1639.13	1836.32	2550.8	3565.87	2301.56	1241.94	2208.74	1400.24	2527.27	2443.1		4128.27	2565.35	4786.52	2809.24	3414.04	3059.35	3999.34	2526.22	3955.44	5355.86	3428.63	2797.62	2752.03	3230.42	2754.14	4415.89
P25787	P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	626.411	1689.53	1647.53	1519.37	1100.85	1257.66	1112.35	1529.53		911.673	1204.66		727.961	1206.15	1290.17	1572.74	1197.13	1437.05	1116.56	969.875	879.377	839.264	960.753	845.964		1700.57	2036.51	1868.47		1808.06		1695.98	1740.59	1724.93	2042.14		20596.5		1676.75		1596.18
P25788	P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3		997.013	622.305	1176.52	818.651	1068.38	1237.99	1118.16		818.707			687.969	811.933	547.916	782.201	836.685	1597.77	999.481	552.578	996.805	1041.03	831.583	777.588		1882.64	2613.53	2613.9	1489.51		1327.46	2610.73	2192.3		2472.26			1111.5		2533.74	2537.92
P25789	P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	1950.18	2472.92	4184.79	1561.15	1683.87	1159.41	2257.02	2165.67		1927.8			1701.91	1790.64	2051.2	2141.96	2193.68	3122.34	2238.31	1373.52	2865.86	2211.12	2352.35	2141.33		2582.77		3110.6	3234.02		2151.86	2259.67			2744.29	2379.17				1467	2064.56
P25815	P25815	S100P_HUMAN	S100P	Protein S100-P	1538.86	4303.46	2506.91	2380.69	1916.04	1295.54	1234.11	1310.55		1152.12	2017.48	1712.08	1406.75	1346.28	981.735	4016.65	1514.75	1246.94	1568.41		921.933	1717.79	1067.53	1413.13																	
P26038	P26038	MOES_HUMAN	MSN	Moesin	1379.77	449.55	2686.28	1300.33	2155.17	1559.74	1891.45	1848.56		1998.42	1218.46	1011.27	1397.98	1901.7	1318.64	671.919	1884.03	1418.42	2253.93	1097.53	1599.24	1218.37	1560.85	2381.13		8200.86		5487.67	8436.32	5775.51	5467.01	9434.98		8285.14	5130.76	5911.93	5512.86	5807.13	5892.55		4769.61
P26373	P26373	RL13_HUMAN	RPL13	60S ribosomal protein L13	1763.93	530.916	1438.04	1135.3	1119.76	1253.22	1502.99	1252.1		1022.04			2559.89	1807.42	1314.41	1523.77	2235.91	1161.98	1041.87	1740.26		1363.6		1542.46						4050.88	2197.08	2691.02	2813.49	3439.59	2862.09	3791.74		3086.31	2622.54	2558.39	
P26583	P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	2015.01	259.846	2317.92	1027.52	1020.73	1012.16	1881.74	1630.5		1394.36	1470.14	2127.22	1311.1	1401.5	2199.06	1475.94	1782.93	440.224	2058.55	1948.25	1421.64	2160.21	1696.93	2281.66		2278.55	2078.76	1714.89	2391.08	2310.85	2041.12	2312.42	1908.74	2188.47	1961.59	1779.12	2144.85	1723.62	1562.24	1586.91	1481.22
P26599	P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	1026.89	995.709	1850.29	1593.12	1211.02	1270.35		1862.18	2605.67	1110.71	1685.08		1567.78	892.775	2805.21	1719.1		1082.67	1188.67	1584.38	1758.41	1751.5	2347.74	1225.77		6862.34			6334.85		8005.24	7987.51	7122.66	5828.65	3824.29	6272.9			3901.62	3363.11	4691.88
P26640	P26640	SYVC_HUMAN	VARS	Valine--tRNA ligase		309.225						983.203			762.142		650.652	662.904	945.641		800.509				713.933	560.968	556.266	847.207																	
P26641	P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	1963.3	1247.11	2227.98	2411.36	2172.95	1724.07	1878.78	2366.67	2284.23	1877.51	2246.34	1894.94	2404.58	1832.7	2554.39	1581.34	2073.38	1670.21	1823.8	1971.19	2281.17	2244.34	2157.54	2237.89		2356.17	3147.4	1972.22	2313.89	2336.3	2354.31	3098.69	2851.29	2665.16	2180.63	2503.65	2917.73	2901.79	2178.93	2260.92	1965.78
P27348	P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta				514.516		528.175	319.941				775.384		931.773	392.278		626.891	699.897		596.45	632.774		472.749		1382.84																	
P27361	P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3		511.893																																					1370.45		
P27482	P27482	CALL3_HUMAN	CALML3	Calmodulin-like protein 3	1677.67	3013.36	1530.16	1544.63	1819.35	1579.47	1378.18	1774.45	1833.32	2055.4	1899.52	2063.1	2362.89	1480.39	1422.13	2774.65	1850.93	1528.81	1503.69	1061.28	1678.14	1591.85	3262.4	1338.79		1035.13	960.579	1171.06	1073.05	948.052	991.816	859.859	921.312	1108.59	1067.42				343.174		
P27635	P27635	RL10_HUMAN	RPL10	60S ribosomal protein L10		331.876											2312.72																												
P27695	P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) lyase				1557.61	1812.72	1484.61	1733.5	1949.96						1138.17		1386.95		796.5	1547.23	1310.44	951.066	1067.96	1397.35	2612.85		2155.44		1493.01	1373.76	2061.82	1396.6	1843.72									
P27797	P27797	CALR_HUMAN	CALR	Calreticulin		1293.92	658.482	626.672							536.367	976.024	1413.55		442.585	497.339	798.284	489.455		750.484	466.595	349.878	766.938	1149.21																	
P27824	P27824	CALX_HUMAN	CANX	Calnexin		709.529			772.465	338.179							487.066					431.041	681.015			592.719	577.212																		
P28062	P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8		469.175																1073.81																							
P28066	P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	1357.95	2766.64		2465.96		1564.57	1612.09	2101.75		1988.38	1066.02		1101.4	2230.22	1165	1674.34	1542.85	2012.61	1474.63	1864.21	1701.09	2340.95	1935.28	2182.31		972.539		3316.28			3903.78		3519.21		3702.26			3402.38	4015.55	2780.06	2939.09
P28070	P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	1051.52	1686.75	1457.04	1564.49	1196.95	1138.75	799.373	1668.27		1311.81	1806.51	737.464	970.77	1911.16	1580.36	1195.27	1434.63	2712.72	687.278	1201.42	1187.58	1143.25	2410.49	1147.47		2176.9		2581.24	2456.34		2111.22	2192.34			3256.61	2825.75	3174.34	2527.56	2828.87	2608.05	2864.18
P28072	P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	3308.39	2935.78	2482.98	2629.71	2512.74	2993.55	1914.49	2533.69		2595.5	3045.67	2266.09	2200.77	2634.85	1874.08	3030.4	2720.48	3483.37	2008.68	2128.54	2441.51	2410.58	3323.88	3028.3		3655.25	2772.6	2597.79	3941.86		3028.5		2931.15	3316.2	4331.65	3210.64	4043.35	2536.05	3087.47	3016.41	3835.18
P28074	P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	1090.16	924.097	1543.93	951.214	1030.03	816.735	707.042	1597.97		1021.88	888.21	1472.41	1086.63	864.114	900.978	1439.62	841.496	1758.84	1002.44	1503.92	1302.74	1326.93	1069.37	1316.04		1544.45		1871.19							2041.72	2244.77					2141.26
P28288	P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3		642.645														908.338																					938.708				
P29373	P29373	RABP2_HUMAN	CRABP2	Cellular retinoic acid-binding protein 2		1430.41	4105.71	1493.72	2196.18	2371.77	2471.47			2068.6		3101.34	2280.85	1380.18	1771.55	1859.41	1473.4	1846.07	2317.06	1827.32	1879.5	1935.61	1800.83	2306.8		2644.85		3214.49	2847.32					2772.59	3057.13	2816.35	3447.14		2406.57	2503.91	3387.5
P29401	P29401	TKT_HUMAN	TKT	Transketolase	3019.53	1426.41	1840.54	2477.27	2908.33	1996.66	2543.94	2850.78		2624.09	2763.5	2118	2849.85	2748.61	3716.91	2769.77	3473.19	3328.25	2358.56	3150.57	2882.64	2932.63	2537.31	3719.07		2367.27	2136.4	2929.58	3377.64	3975.1	3032.8	4495.56	4321.24	3960.89	3603.77	4643.73	4646.43	4512.29	4911.01	4828.64	4845.02
P29508	P29508	SPB3_HUMAN	SERPINB3	Serpin B3	2880.48	8709.34	5502.36	2703.01	2824.2	3015.4	2833.12	5429.58	3210	2466.94	2496.55	3271.84	7130.26	2618.18	2784.85	15338.3	2986.34	5444.94	3173.86	4052.28	3366.53	2977.57	5940.1	3874.95		7925.24	3000.54	4601.75	3177.87	3111.56	3078.72	3591.46	3445.12	3457.24	9030.32	3600.65	3923.49	3085.13	3965.45	3542.58	5125.06
P29692	P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	2147.46	1120.41	1716.97	2104.2	1827.57	1446.11	1310.52	1630.52	1591.78	2159.67	1742.81		2006	1622.66	2184.39	1393.93	1817.56	1721.08	2007	2019.9	1747.1	2065.52	1289.24	1696.26		2910.16	3133.15	3306.14	3269.78	3235.75	8057.33	3665.22	2774.98	3305.72	2607.95	3098.29	3553.63	3270.34	3097.65	3648.87	3808.78
P30041	P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6		1278.85			1503.21					2162.4	795.718	2423.87	876.444	459.454	674.238	994.067		909.246			1197.47	581.264	1141.46	2116.49											2286.53						
P30044	P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	1984.95	1508.1	2470.38	2086.07	1310.77	1778.66	2407.16	2042.23		2611.03	1856.79	1971.13	1754.27	1780.88	2688.46	1818.29	2263.46	1389.92	2279.59	1998.82	2051.52	2077.12	2086.52	2162.88																	
P30048	P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	795.255	534.562	708.056	691.753	820.949	903.923	666.325	809.012		984.383	1282.4		636.326	1124.43	855.02	595.914	966.542	1502.41	716.797	787.314	1009.54	1042.77	1069.68	1091.21					1241.24		1553.42				873.653	652.71	949.813	810.497	749.449	728.728	767.769
P30050	P30050	RL12_HUMAN	RPL12	60S ribosomal protein L12	1850.81	1778.19	1150.63	1227.81	1328.26	1826.33	987.302	1495.35		2078.89	1458.94	2256.36	2395.79	1430.91	1951.5	1669.82	1665.45	1271.38	1831.98	2129.07	1597.25	1902.3	1895.77	2646.05		1377.09	2132.01	1387.43	1768.01	2531.62	1687.72	2193.42	2189.34	2158	1910.47	2384.36	3131.88	1970.27	2156.9	1653.81	2149.16
P30084	P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial	5834.28	1167.28	3791.03	3537.61	4421.86	4764.65	5775.22	3674.91	3319.31	6440.92	6080.02	3325.19	3816.65	5225.75	6183.39	3721.62	3619.74	1805.59	4390.62	5133.56	4436.61	6182.96	2298.19	4718.52		11647.8		11934.9			14804.4	15698.1	15246.9	16118.9		12485.9				10685.8	
P30085	P30085	KCY_HUMAN	CMPK1	UMP-CMP kinase		669.423			342.769	2483.09	1161.68	478.678		419.958	2176.63		935.665	577.324	634.956	2381	595.844	794.24	531.535	516.029	912.648		1546.11	682.657																	
P30086	P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	2455.64	1253.67	2363.21	2194.57	2642.83	2767.01	2470.43	2255.62	1589.03	3430.83	3370.24	1855.98	3297.41	2937.12	4198.22	2469.93	2911.14	3136.65	4279.61	3750.47	4164.73	4100.49	3144.19	4625.18		5133.38	4798.98	4583.39	4548.67	4518.95	5681.79	5068.41	5845.44	4823.63	3982.63	5739.2	4610.05	5076.89	5511.44	5714.27	5211.48
P30101	P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	6009.09	2275.85	5179.99	4094.05	4564.05	4325.47	4670.46	4535.86	3772.98	4368.66	4223.75	3952.24	4169.45	3368.39	3619.39	2839.43	4371.99	2833.51	3878.05	3815.04	4207.41	4403.15	4152.34	5407.58		1564.46		1494.94	1756.82		3972.4		4599.64	3433.44	2979.76	3687.06	3249.88	3567.72	2878.76	3941.65	4794.83
P30153	P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform		478.907				344.229							801.067																				2480.14								
P31025	P31025	LCN1_HUMAN	LCN1	Lipocalin-1	11747.8	2445.75	10117.9	11618.9	7882.68	8864.34	10982.3	7531.01	8298.47	7647.49	7256.4	5615.62	4214.32	5581.01	6031.85	7253.02	7019.81	3318.21	8821.2	4301.71	3244.97	4515.42	6513.51	5822.8		4684.66	5812.94	3360.81	5273	4791.71	3468.66	8254.51	7388.29	4629.08	3925.88	4517.76	4702.49	3146.46	3270.16	5813.03	6294.21
P31151	P31151	S10A7_HUMAN	S100A7	Protein S100-A7	5418.3	7093.93	7562.18	6409.92	7284.17	6017.6	7304.68	7479.95	7165.16	6330.73	5783.17	6562.7	6018.89	8085.19	5928.39	9150.47	6386.15	4189.88	8522.58	13454.9	7088.19	5324.59	5392	6636.18		9161.75	9314.28	11714.6	8600.33	8274.3	9242.31	10761.1	10570.1	9936.33	9010.53	9090.29	8333.79	9174.81	9731.22	9474.92	10234.5
P31942	P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	2348.35	499.972	1533.21	1963.73	1135.59	1243.6	1648.73	1278.87		2338.47	2879.04			3807.98		4586.92	6808.43	4636.47	3907.47	6822.42		6551.61	5895.94	2101.42		1277.66															
P31943	P31943;P52597;P55795	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	4965.23	1871.37	4102.56	3278.17	4460.06	4518.88	4296.3	3891.19	3880.99	3190.03	4131.12	3669.53	3874.85	4061.16	4117.44	3771.55	3320.38	1914.41	4018.26	4799	3613	3822.36	5062.47	4801.7													2191.59				
P31944	P31944	CASPE_HUMAN	CASP14	Caspase-14	19185.6	22250.1	19097	18262.7	17093.1	17484.4	19463.3	21157.4	19635.3	22869	20750.6	19586	17016.6	21978.1	20199.9	19185.5	17880.6	21228.8	18145.4	20056.9	18436.4	19032.9	13239.8	15738.1		29656.8	18769.8	17277.6	19472.7	16713.3	22574	21685.1	23133.7	20072.9	15826.8	18216	20662	19249.3	20605.4	20571.6	21693.4
P31946	P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	3537.49	5219.84			2857.94								5449.75			2607.67						4008.81	4401.01	6514.17																	
P31947	P31947	1433S_HUMAN	SFN	14-3-3 protein sigma	2277.31	12466.3	1869.84	2385.04	2406.92	1874.79	1830.64	2171.35	3537.99	3405.06	3247.96	2689.32	9785.58	2286.32	2508.55	3181.93	1228.29	2019.64	2174.84	2535.85	2528.68	3770.12	7667.91	3006		2088.12	2438.47	2774.84	2527.56	2215.87	3475.93	2760.15	3709.27	2445.84	2809.9	2696.28	4535.42	3348.71	2988.59	3444.82	2683.38
P31948	P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1	1882.31	611.336	2146.78	1523.94	1674.6	1689.26	1704.72	1786.58		1792.35	1594.05		1566.75	2085.23	2605.62	1595.82	1942	1249.57	2129.93	2318.55	2130.54	1905.6	1808.48	1874.82		1734.51	2070.13	1924.12	1710.73	1967.78	1846.08	1886.16	1851.93	2514.67	1497.37	2321.09	1841.92	1587.66	1582.59	2010.91	1994.37
P31949	P31949	S10AB_HUMAN	S100A11	Protein S100-A11		1816.71			995.767		1532.03	1067.83					1393.49	694.521		1857.96		771.944	685.609	878.276	1337.97	1080.14	2125.97			3102.06		2615.86	3575.29						2736.89			2915.73		3200.54	2618.56
P32119	P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	8391.53	7198.14	7132.15	8126.88	7957.01	6433.6	7558.26	9040.5	4608.95	7188.51	6421.44	4590.98	7750.83	8040.69	8978.02	9751.65	7828.57	16005.8	9177.69	8929.08	9763.35	8195.38	8764.92	9502.89		10260.3	8845.91	11578.9	8074.77	9332.35	8883.73	9346.3	10294.1	7902.5	15849.2	10583.8	9453.17	9343.14	10410.3	10436.8	9258.55
P32969	P32969	RL9_HUMAN	RPL9	60S ribosomal protein L9	726.518	715.854	1595.3	942.255	878.977	1065.37	1460.53	866.95		1117.74	1202.08		1898.53	978.402	1008.47	622.421			594.768	974.904		1420.4	918.175			1682.63			1998.92		1911.18	2325.57	2246.48	2593.48		1799.07		1946.66	2222.59	1848.87	1668.09
P35030	P35030	TRY3_HUMAN	PRSS3	Trypsin-3	4593.91	1066.34	5386.83	5269.8	4864.54	6557.79	6247.16	4167.36	5773.36	6832.96	6233.85	10975.6	5104.28	6951.55	3613.27	4122.56	3267.17	3876.34	6448.46	5633.43	5260.4	4532.98	3805.09	7372.72		3536.53	5638.43	4010.62	4568.47	2882.93	6464.69	6698.59	7787.42	6847.49	5102.44	6667.69	7272.06	8485.03	8767.2	11763.1	9872.82
P35221	P35221	CTNA1_HUMAN	CTNNA1	Catenin alpha-1		166.529																																							
P35232	P35232	PHB_HUMAN	PHB	Prohibitin		284.109		419.263	331.616	417.056	1576.08	638.913	1190.79	226.209		772.695	372.079										650.389	493.857					784.938					835.978	602.634			651.719			726.128
P35268	P35268	RL22_HUMAN	RPL22	60S ribosomal protein L22		3242.18		2204.76	2470.39	1800.64	2124.47	1468.41		1750.01	2229.05		2286.64	1469.89	1765.33	2156.87	1722.1	1745.52	785.835	1547.27	1902.87	3005.3	3434.19	3531.1		2235.52	2803.79	2977.4	2773.74	2642.86	3097.15	2577.82	3430.74	2752.7	3596.33	3067.02	4116.1	3338.81	2932.08	3058.02	3527.91
P35527	P35527	K1C9_HUMAN	KRT9	Keratin, type I cytoskeletal 9	209082	45132.3	185709	157354	152056	215662	170063	214292	148874	167019	149673	163726	181170	188920	208436	138867	170518	2.71642e+06	209798	198905	190667	182011	140758	178177		560473	200078	1.03795e+06	203045	199658	160640	188051	170910	167792	105193	133559	126243	142449	131747	135363	124924
P35579	P35579	MYH9_HUMAN	MYH9	Myosin-9	1282.98	1312.17	1259.04	1200.95	1291.54	1371.28	1127.64	1494.43		1191.94	816.654	1632.55	1351.65	626.141	1021.7	1402.99	1305.54	1067.17	1172.74	1494.03	972.25	840.377	1577.59	987.051		2151.21	2241.91	1438.83	1876.26		2596.92		1500.83		2099.45	1586.9				2214.19	1823.06
P35606	P35606	COPB2_HUMAN	COPB2	Coatomer subunit beta'	992.506	1026.2		1077.91		1549.25		814.415			2144.54		1268.65	412.407	2192.59	794.338		1137.94			905.076		1674.16			1777.58	1660.46	1673.17			1009.46			1913.51	1871.11					715.857	
P35637	P35637	FUS_HUMAN	FUS	RNA-binding protein FUS	4793.22	914.125	2652.68	2469.23	2989.88	2824.28	2438.87	3283.68	2280.78	4356.37	2501.85	2626.69	4418.23	3316.86	3738.48	2284.41	3901.55	2944.93	3318.91	4063.96	3829.85	4258.2	2468.58	3650.02		2848.59	4110.03	3616.7	3347.74	3748.94	5558.08	4092.11	3497.33	4104.15	3396.36	3995.09	4905.76	4582.32	4614.61	4840.04	4476.15
P35754	P35754	GLRX1_HUMAN	GLRX	Glutaredoxin-1		818.833		460.466	886.167					279.723			182.692		285.961			1508.31	451.344	177.718	441.6								501.051									244.187			395.404
P35908	P35908	K22E_HUMAN	KRT2	Keratin, type II cytoskeletal 2 epidermal	403995	642775	546812	827584	666869	565019	447116	416078	429996	459368	454145	419127	405939	733303	477980	668736	632106	485786	445802	459685	444650	457045	405057	376974		328054	286310	718275	367550	320929	299284	269160	314007	301785	291227	243047	229161	217534	223819	251837	231497
P35998	P35998	PRS7_HUMAN	PSMC2	26S proteasome regulatory subunit 7	300.073	207.267	647.625		193.757	225.295				268.983					387.959							438.507	315.964																		
P36952	P36952	SPB5_HUMAN	SERPINB5	Serpin B5		2812.01			639.696								1188.38			676.642	644.298	526.86				450.882	2320.49	421.842														1394.57			
P36957	P36957	ODO2_HUMAN	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	43201.3	10101.4	41819.6	38029.8	37034.5	38492.3	42646.8	37038	46237.2	39054.8	38807.2	52476.2	29708.1	35020	32264.4	25661.3	33044.8	21981	31095.3	37898	30563.5	30883.8	26758.1	29390.6		27826.9	36492.7	31733	32277.7	35892.7	38836	38445.9	36952.4	38477.3	21617.8	28830.2	23681.1	29394.7	29493.2	29351.8	31348.3
